department,salary,averageMonthlyHours,projectCount,satisfaction,evaluation,yearsAtCompany,workAccident,turnover
7,1,260,4,34.0,67.0,2,0,1
7,1,260,6,11.0,89.0,5,0,1
7,1,269,2,38.0,56.0,3,0,1
7,1,274,5,82.0,92.0,5,0,1
7,1,285,2,39.0,57.0,3,0,1
7,1,270,2,44.0,53.0,3,0,1
7,1,272,2,43.0,52.0,3,0,1
2,1,286,4,84.0,83.0,5,0,1
2,1,276,2,43.0,48.0,3,0,1
2,1,274,2,37.0,52.0,3,0,1
3,1,270,4,74.0,97.0,5,0,1
3,1,273,5,73.0,97.0,5,0,1
3,1,273,2,37.0,47.0,3,0,1
3,1,279,4,58.0,62.0,3,0,1
9,2,274,2,40.0,54.0,3,0,1
9,2,260,5,51.0,83.0,4,0,1
9,2,276,2,46.0,50.0,3,0,1
9,2,268,2,45.0,54.0,3,0,1
9,2,281,2,46.0,50.0,3,0,1
9,2,262,2,39.0,45.0,3,0,1
9,2,263,6,9.0,88.0,4,0,1
9,2,271,6,9.0,77.0,4,0,1
9,2,290,2,37.0,51.0,3,0,1
9,2,281,7,10.0,89.0,4,0,1
9,2,284,4,77.0,100.0,5,0,1
8,2,264,5,79.0,86.0,5,0,1
8,0,295,2,43.0,55.0,3,0,1
8,1,274,2,38.0,53.0,3,0,1
8,2,272,5,77.0,91.0,6,0,1
8,2,294,2,44.0,50.0,3,0,1
8,2,265,2,39.0,46.0,3,0,1
8,2,263,5,78.0,89.0,6,0,1
8,1,267,6,10.0,79.0,5,0,1
8,1,262,5,10.0,77.0,4,0,1
8,1,269,5,75.0,85.0,5,0,1
8,1,286,6,46.0,62.0,3,0,1
9,1,281,4,91.0,97.0,6,0,1
9,1,297,6,10.0,92.0,4,0,1
9,1,255,3,72.0,60.0,5,0,1
4,1,283,6,11.0,95.0,4,0,1
0,1,302,6,11.0,94.0,4,0,1
0,1,266,2,46.0,57.0,3,0,1
0,1,271,2,37.0,46.0,3,0,1
0,1,270,2,46.0,50.0,3,0,1
0,1,272,2,43.0,57.0,3,0,1
6,1,247,6,11.0,82.0,4,0,1
6,1,258,5,73.0,89.0,6,0,1
6,1,291,2,43.0,47.0,3,0,1
6,1,273,5,86.0,100.0,5,0,1
0,1,277,6,10.0,83.0,4,0,1
7,1,264,2,40.0,49.0,3,0,1
7,1,262,7,11.0,87.0,4,0,1
7,1,278,3,86.0,98.0,5,0,1
7,2,270,3,42.0,100.0,3,0,1
7,2,278,4,79.0,84.0,5,0,1
5,2,272,7,10.0,96.0,4,0,1
7,2,282,7,9.0,92.0,4,0,1
2,2,274,6,9.0,82.0,4,0,1
8,2,289,4,87.0,100.0,5,0,1
9,2,271,2,36.0,49.0,3,0,1
4,2,283,3,42.0,75.0,4,0,1
5,2,263,5,84.0,86.0,5,0,1
5,2,298,6,10.0,83.0,4,0,1
5,2,279,3,78.0,71.0,5,0,1
7,2,268,3,35.0,99.0,4,0,1
7,0,281,7,10.0,81.0,4,0,1
7,1,291,6,11.0,80.0,4,0,1
7,2,287,2,43.0,48.0,3,0,1
7,2,265,2,38.0,45.0,3,0,1
7,2,284,2,46.0,54.0,3,0,1
7,2,272,4,89.0,82.0,5,0,1
7,1,258,2,45.0,50.0,3,0,1
7,1,284,2,44.0,53.0,3,0,1
7,1,294,5,74.0,54.0,3,0,1
7,1,272,2,45.0,54.0,3,0,1
7,1,290,4,79.0,93.0,5,0,1
7,1,271,5,79.0,91.0,5,0,1
7,1,273,6,11.0,87.0,4,0,1
7,1,281,2,42.0,48.0,3,0,1
7,1,273,6,64.0,90.0,2,0,1
7,1,265,2,40.0,55.0,3,0,1
7,1,270,5,84.0,98.0,5,0,1
7,1,280,5,73.0,92.0,5,0,1
2,1,286,2,40.0,51.0,3,0,1
2,1,267,2,36.0,45.0,3,0,1
2,1,280,2,43.0,47.0,3,0,1
3,1,277,6,11.0,78.0,4,0,1
3,1,262,5,91.0,100.0,6,0,1
3,1,277,5,80.0,100.0,5,0,1
3,1,263,2,42.0,49.0,3,0,1
9,1,276,4,31.0,87.0,3,0,1
9,1,283,2,44.0,47.0,3,0,1
9,2,260,2,38.0,54.0,3,0,1
9,2,277,2,45.0,56.0,3,0,1
9,2,266,2,43.0,46.0,3,0,1
9,2,280,2,45.0,46.0,3,1,1
9,2,300,2,43.0,57.0,3,0,1
9,2,267,2,43.0,49.0,3,0,1
9,2,275,6,9.0,83.0,4,0,1
9,2,264,2,43.0,47.0,3,0,1
9,2,283,4,79.0,94.0,5,0,1
8,2,258,3,85.0,58.0,2,0,1
8,2,295,2,38.0,45.0,3,0,1
8,2,271,7,11.0,92.0,4,0,1
8,0,260,5,83.0,99.0,5,0,1
8,1,277,4,81.0,91.0,5,0,1
8,2,282,2,42.0,56.0,3,0,1
8,2,277,6,11.0,87.0,4,0,1
8,2,290,7,11.0,85.0,4,0,1
8,2,284,7,10.0,89.0,4,0,1
8,1,263,5,50.0,54.0,4,0,1
8,1,264,2,44.0,49.0,3,0,1
9,1,280,6,11.0,90.0,4,0,1
9,1,263,2,39.0,52.0,3,0,1
9,1,263,6,11.0,78.0,4,0,1
4,1,273,2,36.0,50.0,3,0,1
0,1,269,2,43.0,51.0,3,0,1
0,1,276,2,40.0,50.0,3,0,1
0,1,278,4,86.0,84.0,6,0,1
0,1,253,2,38.0,49.0,3,0,1
0,1,273,2,46.0,45.0,3,0,1
6,1,267,2,37.0,57.0,3,0,1
6,1,288,2,43.0,52.0,3,0,1
6,1,280,5,66.0,93.0,5,0,1
6,1,283,2,37.0,48.0,3,0,1
0,1,283,5,77.0,92.0,5,0,1
7,1,287,2,38.0,55.0,3,0,1
7,1,287,2,39.0,54.0,3,0,1
7,1,293,2,41.0,55.0,3,0,1
7,1,265,7,10.0,90.0,4,0,1
7,1,254,6,9.0,93.0,4,0,1
5,2,283,2,41.0,47.0,3,0,1
7,2,274,2,39.0,46.0,3,0,1
2,2,263,4,83.0,99.0,5,0,1
8,2,272,3,9.0,87.0,2,0,1
9,2,304,5,75.0,81.0,5,0,1
4,2,290,2,44.0,54.0,3,0,1
5,2,278,6,10.0,84.0,5,0,1
5,2,264,2,42.0,46.0,3,0,1
5,2,268,6,10.0,83.0,4,0,1
7,2,274,6,10.0,86.0,4,0,1
7,2,264,4,31.0,77.0,3,0,1
7,2,277,2,42.0,54.0,3,0,1
7,0,270,2,38.0,50.0,3,0,1
7,1,278,2,39.0,57.0,3,0,1
7,2,277,6,10.0,97.0,5,0,1
7,2,264,6,11.0,93.0,4,0,1
7,2,276,7,10.0,92.0,4,0,1
7,2,255,7,11.0,90.0,4,0,1
7,1,271,3,44.0,65.0,4,0,1
7,1,280,4,91.0,96.0,5,0,1
7,1,279,4,72.0,100.0,5,0,1
7,1,291,2,36.0,46.0,3,0,1
7,1,276,2,44.0,57.0,3,0,1
7,1,281,5,85.0,99.0,5,0,1
7,1,277,5,78.0,93.0,5,0,1
7,1,251,2,39.0,46.0,3,0,1
7,1,273,3,78.0,81.0,2,0,1
7,1,281,6,10.0,92.0,4,1,1
2,1,292,4,23.0,99.0,4,1,1
2,1,274,6,11.0,87.0,4,0,1
2,1,261,5,90.0,83.0,5,0,1
3,1,278,4,91.0,89.0,5,0,1
3,1,269,7,11.0,79.0,4,0,1
3,1,282,2,43.0,54.0,3,0,1
3,1,277,2,45.0,49.0,3,0,1
9,1,276,5,11.0,91.0,4,0,1
9,1,265,6,11.0,93.0,4,1,1
9,1,276,2,43.0,50.0,3,0,1
9,1,275,4,91.0,97.0,6,0,1
9,2,267,2,43.0,55.0,3,0,1
9,2,293,5,85.0,82.0,6,0,1
9,2,290,6,10.0,77.0,4,0,1
9,2,291,5,81.0,95.0,5,0,1
9,2,280,4,36.0,62.0,2,0,1
9,2,271,2,45.0,54.0,3,0,1
9,2,287,5,86.0,100.0,5,0,1
8,2,267,4,71.0,100.0,5,0,1
8,2,296,7,11.0,97.0,4,0,1
8,2,282,5,84.0,93.0,5,0,1
8,2,297,7,9.0,97.0,4,0,1
8,2,274,2,38.0,49.0,3,0,1
8,0,291,6,15.0,55.0,4,0,1
8,1,275,7,10.0,92.0,4,1,1
8,2,290,4,80.0,97.0,5,1,1
8,2,273,5,84.0,97.0,5,0,1
8,2,270,6,11.0,87.0,4,0,1
8,2,269,3,89.0,79.0,2,0,1
9,1,268,2,45.0,51.0,3,0,1
9,1,296,7,11.0,93.0,4,0,1
9,1,272,5,74.0,93.0,5,0,1
4,1,285,2,41.0,50.0,3,0,1
0,1,283,2,44.0,53.0,3,0,1
0,1,289,2,37.0,56.0,3,0,1
0,1,285,6,11.0,86.0,4,0,1
0,1,295,6,10.0,93.0,4,0,1
0,1,290,6,70.0,74.0,3,0,1
6,1,266,2,59.0,100.0,5,0,1
6,1,267,2,38.0,53.0,3,0,1
6,1,261,4,72.0,95.0,5,0,1
6,1,260,5,73.0,100.0,5,0,1
0,1,286,2,39.0,48.0,3,0,1
1,1,280,5,89.0,82.0,6,0,1
1,1,264,4,89.0,100.0,5,0,1
1,1,271,6,11.0,78.0,4,1,1
1,1,277,2,43.0,56.0,3,0,1
1,1,277,6,9.0,93.0,4,0,1
5,1,268,5,81.0,90.0,6,0,1
7,1,276,2,37.0,53.0,3,0,1
2,2,295,2,36.0,56.0,3,0,1
8,2,276,6,11.0,85.0,4,0,1
9,2,289,6,10.0,85.0,4,0,1
4,2,294,7,66.0,47.0,2,0,1
5,2,296,2,39.0,47.0,3,0,1
5,2,278,2,44.0,51.0,3,0,1
5,2,281,6,10.0,84.0,4,0,1
7,2,264,5,79.0,94.0,6,0,1
7,2,284,6,10.0,81.0,4,1,1
7,2,276,6,54.0,94.0,3,0,1
7,2,272,2,37.0,47.0,3,0,1
7,2,281,2,37.0,57.0,3,0,1
7,0,277,5,82.0,89.0,5,0,1
7,1,278,2,45.0,52.0,3,0,1
7,2,269,5,79.0,90.0,5,0,1
7,2,274,2,42.0,56.0,3,0,1
7,2,277,6,10.0,85.0,4,0,1
7,2,289,6,11.0,78.0,4,0,1
7,1,296,4,74.0,100.0,5,0,1
7,1,281,6,10.0,93.0,4,0,1
7,1,272,4,79.0,100.0,5,0,1
7,1,268,2,43.0,48.0,3,0,1
7,1,289,2,41.0,47.0,3,0,1
7,1,278,2,39.0,55.0,3,0,1
7,1,277,6,10.0,94.0,4,0,1
7,1,290,5,82.0,85.0,5,0,1
2,1,273,2,41.0,46.0,3,0,1
2,1,259,2,42.0,56.0,3,0,1
2,1,283,4,74.0,88.0,6,0,1
3,1,271,2,38.0,57.0,3,1,1
3,1,265,2,39.0,56.0,3,0,1
3,1,275,4,87.0,94.0,5,0,1
3,1,279,5,10.0,90.0,4,0,1
9,1,272,5,78.0,100.0,5,0,1
9,1,266,7,14.0,73.0,5,0,1
9,1,257,6,11.0,94.0,5,0,1
9,1,265,5,91.0,94.0,5,0,1
9,1,260,6,49.0,63.0,3,0,1
9,1,259,2,38.0,47.0,3,0,1
9,2,282,5,82.0,97.0,5,0,1
9,2,274,3,38.0,88.0,4,0,1
9,2,291,5,89.0,100.0,5,0,1
9,2,283,6,11.0,79.0,4,0,1
9,2,280,2,37.0,51.0,3,0,1
8,2,282,2,38.0,50.0,3,0,1
8,2,276,5,78.0,87.0,5,0,1
8,2,257,2,41.0,51.0,3,0,1
8,2,283,2,41.0,51.0,3,0,1
8,2,280,6,11.0,83.0,4,0,1
8,2,273,6,11.0,79.0,4,0,1
8,2,255,2,43.0,57.0,3,1,1
8,0,271,5,75.0,86.0,5,0,1
8,1,276,4,74.0,99.0,5,0,1
8,2,276,5,85.0,85.0,5,0,1
8,2,262,5,73.0,92.0,5,0,1
9,2,268,6,10.0,79.0,4,0,1
9,2,276,2,44.0,56.0,3,0,1
9,1,275,3,30.0,56.0,4,1,1
4,1,283,7,11.0,77.0,4,0,1
0,1,279,5,84.0,83.0,5,0,1
0,1,262,5,78.0,94.0,6,0,1
0,1,271,2,43.0,53.0,3,0,1
0,1,267,2,36.0,55.0,3,0,1
0,1,282,2,43.0,47.0,3,0,1
6,1,282,2,45.0,46.0,3,0,1
6,1,277,5,76.0,93.0,5,0,1
6,1,272,7,10.0,78.0,4,0,1
6,1,292,6,9.0,86.0,4,0,1
0,1,271,5,92.0,100.0,5,0,1
7,1,269,5,92.0,90.0,5,0,1
7,1,281,4,79.0,98.0,5,0,1
7,1,271,2,43.0,51.0,3,0,1
7,1,268,4,80.0,95.0,5,0,1
7,1,264,2,44.0,49.0,3,1,1
5,1,277,5,89.0,87.0,6,0,1
7,1,265,3,48.0,88.0,3,0,1
2,1,263,6,11.0,82.0,4,1,1
8,1,272,2,38.0,55.0,3,0,1
9,2,273,6,11.0,85.0,4,0,1
4,2,291,4,82.0,86.0,5,0,1
5,2,259,2,37.0,45.0,3,0,1
5,2,276,2,40.0,48.0,3,0,1
5,2,276,2,43.0,47.0,3,0,1
7,2,260,2,44.0,50.0,3,0,1
7,2,285,2,42.0,56.0,3,0,1
7,2,291,7,11.0,80.0,4,0,1
7,2,275,4,78.0,87.0,5,0,1
7,2,282,2,46.0,86.0,4,0,1
7,2,271,5,77.0,91.0,6,0,1
7,2,277,4,83.0,82.0,5,0,1
7,0,287,5,32.0,58.0,5,0,1
7,1,286,5,90.0,92.0,4,0,1
7,2,272,2,42.0,52.0,3,0,1
7,2,275,6,10.0,96.0,4,1,1
7,2,288,6,10.0,91.0,4,0,1
7,2,278,2,44.0,49.0,3,0,1
7,1,287,7,10.0,95.0,4,0,1
7,1,265,6,11.0,80.0,4,0,1
7,1,273,6,10.0,89.0,4,0,1
7,1,265,2,39.0,47.0,3,0,1
7,1,289,4,92.0,92.0,5,0,1
7,1,279,2,43.0,56.0,3,0,1
2,1,270,6,11.0,89.0,4,0,1
2,1,263,5,81.0,100.0,5,0,1
2,1,272,7,11.0,85.0,4,0,1
3,1,274,5,87.0,100.0,5,0,1
3,1,283,2,37.0,46.0,3,0,1
3,1,266,2,39.0,56.0,3,0,1
3,1,286,4,61.0,86.0,4,0,1
9,1,285,6,11.0,95.0,4,0,1
9,1,271,7,9.0,90.0,5,0,1
9,1,269,2,36.0,52.0,3,0,1
9,1,274,6,9.0,94.0,4,0,1
9,1,265,4,41.0,71.0,5,0,1
9,1,276,2,40.0,46.0,3,0,1
9,1,271,6,10.0,91.0,5,1,1
9,1,259,2,46.0,53.0,3,1,1
9,2,276,2,39.0,57.0,3,0,1
9,2,272,2,41.0,50.0,3,0,1
9,2,257,7,10.0,94.0,4,0,1
8,2,275,2,39.0,51.0,3,0,1
8,2,262,5,73.0,83.0,5,1,1
8,2,272,2,41.0,45.0,3,0,1
8,2,254,2,37.0,51.0,3,0,1
8,2,267,2,38.0,50.0,3,1,1
8,2,287,5,80.0,63.0,5,0,1
8,2,261,5,9.0,85.0,4,0,1
8,2,273,4,85.0,92.0,5,0,1
8,2,275,2,42.0,54.0,3,0,1
8,0,289,2,41.0,48.0,3,0,1
8,1,261,2,38.0,46.0,3,0,1
9,2,278,5,72.0,100.0,5,0,1
9,2,279,6,11.0,74.0,5,0,1
9,2,292,2,37.0,47.0,3,0,1
4,2,273,6,10.0,81.0,4,0,1
0,1,247,2,36.0,54.0,3,0,1
0,1,276,5,92.0,94.0,5,0,1
0,1,290,5,11.0,87.0,4,0,1
0,1,274,2,39.0,56.0,3,0,1
0,1,269,6,11.0,95.0,4,0,1
6,1,276,2,45.0,45.0,3,0,1
6,1,279,2,44.0,55.0,3,1,1
6,1,277,4,85.0,97.0,6,0,1
6,1,294,2,43.0,52.0,3,0,1
0,1,273,5,75.0,86.0,5,0,1
1,1,264,2,11.0,55.0,3,1,1
1,1,256,2,36.0,50.0,3,0,1
1,1,261,6,10.0,79.0,4,0,1
1,1,283,5,74.0,89.0,5,0,1
1,1,272,2,40.0,46.0,3,0,1
5,1,280,6,9.0,77.0,4,0,1
7,1,275,4,76.0,91.0,5,0,1
2,1,292,2,45.0,57.0,3,0,1
8,1,264,4,84.0,88.0,5,0,1
9,1,274,2,38.0,45.0,3,0,1
4,1,265,2,38.0,46.0,3,0,1
5,2,281,2,38.0,54.0,3,0,1
5,2,279,5,86.0,94.0,5,0,1
5,2,283,2,37.0,46.0,3,0,1
7,2,283,2,37.0,50.0,3,0,1
7,2,280,4,87.0,100.0,5,1,1
7,2,283,6,11.0,85.0,4,0,1
7,2,279,2,42.0,50.0,3,0,1
7,2,281,2,43.0,48.0,3,0,1
7,2,285,6,9.0,80.0,4,0,1
7,2,274,4,54.0,56.0,3,0,1
7,2,269,2,40.0,47.0,3,0,1
7,2,292,2,36.0,52.0,3,1,1
7,0,286,4,87.0,90.0,5,0,1
7,1,269,4,75.0,88.0,5,0,1
7,2,289,2,43.0,53.0,3,0,1
7,2,267,2,43.0,47.0,3,0,1
7,2,276,6,10.0,87.0,4,0,1
7,2,291,7,11.0,78.0,4,0,1
7,1,277,2,44.0,53.0,3,0,1
7,1,260,2,39.0,48.0,3,0,1
7,1,257,2,40.0,55.0,3,0,1
7,1,278,4,92.0,87.0,6,0,1
2,1,286,2,36.0,47.0,3,0,1
2,1,272,4,86.0,95.0,5,0,1
2,1,283,5,74.0,87.0,5,0,1
3,1,279,3,80.0,95.0,5,0,1
3,1,282,2,36.0,48.0,3,0,1
3,1,281,2,42.0,57.0,3,0,1
3,1,281,2,42.0,47.0,3,0,1
9,1,284,2,40.0,45.0,3,0,1
9,1,283,2,46.0,53.0,3,0,1
9,1,279,6,9.0,90.0,4,0,1
9,1,286,4,88.0,89.0,5,0,1
9,1,286,6,10.0,82.0,4,0,1
9,1,286,6,10.0,97.0,4,0,1
9,1,292,4,11.0,93.0,3,0,1
9,1,257,5,84.0,88.0,5,0,1
9,1,271,2,42.0,56.0,3,0,1
9,1,276,6,10.0,86.0,4,1,1
9,2,263,6,10.0,95.0,4,0,1
8,2,269,2,46.0,54.0,3,0,1
8,2,266,7,9.0,97.0,4,0,1
8,2,268,4,89.0,100.0,5,0,1
8,2,290,4,82.0,100.0,6,0,1
8,2,253,6,11.0,89.0,4,0,1
8,2,266,5,81.0,84.0,5,0,1
8,2,266,5,81.0,94.0,6,0,1
8,2,261,4,77.0,100.0,6,0,1
8,2,281,3,63.0,94.0,2,0,1
8,2,270,2,40.0,57.0,3,0,1
8,2,282,4,86.0,100.0,6,0,1
9,0,271,2,37.0,49.0,3,0,1
9,1,264,2,44.0,50.0,3,0,1
9,2,279,5,74.0,89.0,6,0,1
4,2,274,4,79.0,100.0,5,1,1
0,2,261,6,9.0,92.0,4,0,1
0,2,272,2,37.0,48.0,3,0,1
0,1,271,6,9.0,78.0,4,0,1
0,1,264,6,9.0,84.0,4,0,1
0,1,277,7,10.0,80.0,5,0,1
6,1,276,2,45.0,56.0,3,0,1
6,1,266,2,40.0,51.0,3,0,1
6,1,263,6,31.0,95.0,5,0,1
6,1,277,2,70.0,93.0,3,0,1
0,1,279,2,36.0,48.0,3,0,1
1,1,274,6,34.0,97.0,5,1,1
1,1,271,5,87.0,83.0,5,0,1
1,1,281,6,11.0,91.0,4,0,1
1,1,278,4,47.0,81.0,3,0,1
1,1,284,2,43.0,52.0,3,0,1
5,1,276,2,43.0,47.0,3,0,1
7,1,270,2,45.0,57.0,3,0,1
2,1,279,5,74.0,100.0,5,0,1
8,1,262,6,10.0,89.0,4,1,1
9,1,279,5,78.0,87.0,5,0,1
4,1,278,5,90.0,95.0,3,0,1
5,1,276,6,53.0,95.0,4,0,1
5,1,276,2,45.0,54.0,3,0,1
5,2,287,4,86.0,83.0,5,0,1
7,2,275,4,74.0,89.0,5,0,1
7,2,272,6,9.0,79.0,4,0,1
7,2,265,5,80.0,95.0,5,0,1
7,2,281,2,46.0,53.0,3,0,1
7,2,279,5,86.0,95.0,6,0,1
7,2,271,4,86.0,95.0,5,0,1
7,2,272,4,90.0,91.0,5,0,1
7,2,288,5,87.0,88.0,6,0,1
7,2,284,4,83.0,94.0,5,0,1
7,2,259,4,77.0,83.0,5,0,1
7,2,279,4,77.0,100.0,5,0,1
7,0,283,5,90.0,86.0,5,0,1
7,1,292,4,73.0,92.0,5,0,1
7,2,266,4,91.0,90.0,5,0,1
7,2,270,2,36.0,53.0,3,0,1
7,2,278,2,38.0,54.0,3,0,1
7,2,278,2,44.0,46.0,3,0,1
7,1,284,5,73.0,100.0,5,0,1
7,1,274,5,89.0,91.0,5,0,1
2,1,277,6,11.0,77.0,4,0,1
2,1,279,7,10.0,77.0,4,0,1
2,1,278,2,37.0,46.0,3,0,1
3,1,262,2,38.0,48.0,3,0,1
3,1,266,2,42.0,48.0,3,0,1
3,1,268,2,44.0,46.0,3,0,1
3,1,263,6,11.0,83.0,4,0,1
9,1,289,7,9.0,97.0,4,0,1
9,1,277,2,43.0,47.0,3,0,1
9,1,277,2,38.0,52.0,3,0,1
9,1,273,6,11.0,89.0,4,0,1
9,1,292,2,37.0,49.0,3,0,1
9,1,274,2,44.0,57.0,3,0,1
9,1,270,5,72.0,82.0,5,0,1
9,1,260,7,10.0,91.0,4,0,1
9,1,274,5,73.0,86.0,5,0,1
9,1,277,7,9.0,82.0,4,0,1
9,1,274,2,44.0,46.0,3,0,1
8,1,271,6,9.0,82.0,4,0,1
8,2,257,6,10.0,87.0,4,0,1
8,2,278,6,11.0,86.0,4,0,1
8,2,267,2,42.0,46.0,3,0,1
8,2,276,6,9.0,85.0,4,0,1
8,2,283,5,72.0,88.0,5,0,1
8,2,288,4,75.0,97.0,5,0,1
8,2,281,2,44.0,50.0,3,0,1
8,2,284,6,11.0,91.0,4,0,1
8,2,279,2,38.0,47.0,3,0,1
8,2,295,2,39.0,57.0,3,0,1
9,2,277,7,10.0,90.0,4,0,1
9,2,286,2,43.0,52.0,3,0,1
9,0,268,2,39.0,57.0,3,0,1
4,1,286,4,88.0,87.0,6,0,1
0,2,273,7,10.0,85.0,4,0,1
0,2,272,5,10.0,89.0,4,0,1
0,2,271,6,11.0,93.0,4,0,1
0,2,274,2,37.0,47.0,3,0,1
0,1,279,2,37.0,48.0,3,0,1
6,1,279,4,77.0,87.0,4,0,1
6,1,281,5,91.0,94.0,6,0,1
6,1,263,2,46.0,51.0,3,0,1
6,1,276,6,11.0,87.0,4,0,1
0,1,275,5,86.0,91.0,5,0,1
7,1,259,5,87.0,88.0,6,0,1
7,1,277,6,9.0,92.0,5,0,1
7,1,295,2,42.0,46.0,3,0,1
7,1,278,4,82.0,83.0,5,1,1
7,1,279,2,46.0,48.0,3,0,1
5,1,283,5,88.0,100.0,6,0,1
5,1,262,6,10.0,91.0,4,0,1
7,1,279,2,43.0,45.0,3,0,1
2,1,260,2,37.0,49.0,3,0,1
8,1,269,5,80.0,95.0,5,0,1
9,1,295,5,83.0,95.0,5,0,1
4,1,281,2,39.0,57.0,3,0,1
5,1,273,5,77.0,92.0,5,0,1
5,1,278,2,43.0,46.0,3,0,1
5,1,275,4,79.0,96.0,5,0,1
7,2,268,2,39.0,55.0,3,1,1
7,2,274,7,10.0,88.0,4,0,1
7,2,283,2,39.0,53.0,3,0,1
7,2,275,6,11.0,89.0,4,0,1
7,2,261,2,40.0,51.0,3,0,1
7,2,273,2,42.0,52.0,3,1,1
7,2,272,4,57.0,85.0,2,1,1
7,2,288,7,11.0,95.0,5,0,1
7,2,277,4,36.0,73.0,2,0,1
7,2,277,7,11.0,94.0,4,0,1
7,2,272,6,35.0,80.0,2,0,1
7,2,270,5,78.0,99.0,5,0,1
7,0,278,7,11.0,93.0,4,0,1
7,1,273,6,10.0,96.0,4,0,1
7,2,255,2,42.0,54.0,3,0,1
7,2,276,2,43.0,50.0,3,1,1
7,2,265,5,79.0,84.0,5,0,1
7,2,294,2,45.0,45.0,3,0,1
7,1,287,6,9.0,91.0,4,0,1
2,1,248,6,11.0,91.0,4,0,1
2,1,264,2,45.0,49.0,3,0,1
2,1,277,6,11.0,91.0,4,0,1
3,1,266,6,9.0,80.0,4,0,1
3,1,283,4,78.0,71.0,3,0,1
3,1,274,2,38.0,50.0,3,1,1
3,1,286,4,82.0,82.0,5,0,1
9,1,265,4,85.0,89.0,5,0,1
9,1,293,2,45.0,46.0,3,0,1
9,1,274,5,77.0,89.0,5,0,1
9,1,280,2,39.0,50.0,3,0,1
9,1,276,4,91.0,90.0,5,0,1
9,1,279,6,11.0,77.0,4,0,1
9,1,284,2,46.0,45.0,3,0,1
9,1,277,2,43.0,49.0,3,0,1
9,1,259,6,11.0,96.0,4,1,1
9,1,274,6,10.0,93.0,4,0,1
9,1,276,5,9.0,80.0,4,0,1
8,1,263,2,36.0,51.0,3,0,1
8,1,295,6,11.0,89.0,4,0,1
8,2,263,6,9.0,77.0,5,0,1
8,2,277,2,44.0,51.0,3,0,1
8,2,289,5,73.0,97.0,6,0,1
8,2,272,7,21.0,58.0,5,0,1
8,2,265,4,80.0,85.0,5,0,1
8,2,275,2,37.0,55.0,3,0,1
8,2,273,5,79.0,96.0,5,0,1
8,2,287,6,9.0,80.0,4,0,1
8,2,278,6,75.0,74.0,3,0,1
9,2,269,5,83.0,100.0,5,0,1
9,2,270,5,10.0,77.0,4,0,1
9,2,270,2,44.0,55.0,3,0,1
4,0,283,6,42.0,97.0,4,0,1
0,1,260,2,43.0,56.0,3,0,1
0,2,279,7,9.0,84.0,4,0,1
0,2,254,2,44.0,53.0,3,0,1
0,2,280,5,81.0,98.0,5,0,1
0,2,265,7,10.0,79.0,4,0,1
6,1,291,6,10.0,93.0,4,0,1
6,1,273,6,11.0,83.0,4,0,1
6,1,282,6,9.0,77.0,4,0,1
6,1,272,5,75.0,83.0,5,0,1
0,1,282,2,38.0,55.0,3,0,1
0,1,290,7,9.0,87.0,4,0,1
0,1,271,5,74.0,97.0,5,0,1
0,1,275,2,44.0,56.0,3,0,1
1,1,266,4,76.0,95.0,5,0,1
1,1,283,2,42.0,56.0,3,0,1
1,1,291,4,75.0,100.0,5,0,1
5,1,263,2,36.0,52.0,3,0,1
7,1,274,5,75.0,93.0,5,0,1
2,1,287,2,40.0,46.0,3,0,1
8,1,273,4,75.0,89.0,5,0,1
9,1,272,6,9.0,84.0,4,0,1
4,1,268,2,39.0,46.0,3,0,1
5,1,289,2,40.0,48.0,3,0,1
5,1,282,2,39.0,54.0,3,0,1
5,1,283,7,10.0,85.0,5,0,1
7,1,299,2,42.0,55.0,3,0,1
7,2,269,2,37.0,52.0,3,0,1
7,2,270,6,11.0,98.0,4,0,1
7,2,277,7,9.0,88.0,4,0,1
7,2,271,2,41.0,54.0,3,0,1
7,2,272,2,42.0,49.0,3,0,1
7,2,276,2,40.0,49.0,3,0,1
7,2,272,2,36.0,47.0,3,0,1
7,2,270,4,74.0,90.0,5,0,1
7,2,277,5,66.0,100.0,5,0,1
7,2,272,2,38.0,47.0,3,0,1
7,2,275,2,43.0,51.0,3,0,1
7,2,263,2,43.0,53.0,3,0,1
7,0,275,6,10.0,85.0,5,0,1
7,1,266,4,82.0,85.0,5,0,1
7,2,271,6,10.0,77.0,4,0,1
7,2,276,6,10.0,93.0,4,0,1
7,2,264,2,43.0,49.0,3,0,1
7,2,267,7,9.0,94.0,4,0,1
2,1,277,2,41.0,54.0,3,0,1
2,1,270,7,10.0,82.0,4,0,1
2,1,291,4,88.0,92.0,5,0,1
3,1,280,2,43.0,57.0,3,1,1
3,1,262,2,42.0,50.0,3,0,1
3,1,274,4,85.0,100.0,5,0,1
3,1,299,2,38.0,49.0,3,0,1
9,1,282,2,39.0,47.0,3,0,1
9,1,280,2,41.0,48.0,3,0,1
9,1,272,4,88.0,92.0,6,0,1
9,1,277,4,78.0,96.0,5,0,1
9,1,284,2,45.0,48.0,3,0,1
9,1,279,6,9.0,95.0,4,1,1
9,1,261,2,44.0,56.0,3,0,1
9,1,280,6,11.0,84.0,4,0,1
9,1,275,2,36.0,51.0,3,0,1
9,1,266,4,86.0,98.0,5,0,1
